"",SentenceLabelRem,SentenceScoreRem,Rubric,Score,FeedbackCode,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1769,"Elaboration on why the Z Process is important to consider – ie. risk that the new teams no longer have the complementary workflow strengths/skills needed to complete their projects successfully (mix of creators, advancers, refiners and executors).","Elaboration on why the Z Process is important to consider – ie. risk that the new teams no longer have the complementary workflow strengths/skills needed to complete their projects successfully (mix of creators, advancers, refiners and executors).",Impact 1,73,303,1,37,85.33,56.18,3.49,99,37,37.84,75.68,56.76,40.54,5.41,2.7,0,0,0,0,2.7,2.7,16.22,8.11,0,10.81,5.41,5.41,2.7,2.7,10.81,8.11,2.7,10.81,2.7,5.41,2.7,16.22,2.7,13.51,5.41,2.7,2.7,0,0,0,0,10.81,10.81,0,0,0,0,0,0,0,0,5.41,2.7,2.7,0,0,0,0,5.41,0,0,0,0,0,0,0,0,5.41,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,2.7,0,2.7,2.7,0,5.41,2.7,0,0,2.7,0,0,0,2.7,2.7,2.7,0,0,0,0,0,0,18.92,5.41,5.41,0,0,0,8.11,0
1770,"Thank you, Mihir, for your continuous effort this semester.","Thank you, Mihir, for your continuous effort this semester.",Agency 2,73,303,1,9,33.38,99,99,99,9,22.22,88.89,66.67,44.44,33.33,22.22,0,0,22.22,0,0,11.11,22.22,0,0,11.11,0,0,0,0,11.11,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,33.33,11.11,11.11,11.11,0,0,11.11,22.22,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,22.22,0,0,0,0,0,0,0,0,33.33,11.11,22.22,0,0,0,0,0
1771,You have showcased excellent communication skills / logical thinking while presenting different ideas in class.,You have showcased excellent communication skills / logical thinking while presenting different ideas in class.,Sensemaking 2,73,303,1,14,56.86,79.51,99,98.65,14,50,92.86,64.29,28.57,7.14,7.14,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,7.14,0,21.43,21.43,0,14.29,0,14.29,0,28.57,0,28.57,21.43,0,0,0,0,7.14,0,7.14,7.14,0,7.14,7.14,0,0,0,0,0,14.29,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,7.14,0
1772,"Wishing you all the best in your future endeavours."" 73","Wishing you all the best in your future endeavours.""",Agency 3,73,303,1,9,89.52,99,10.18,20.23,9,22.22,100,77.78,55.56,22.22,22.22,0,0,22.22,0,0,0,33.33,11.11,0,11.11,0,0,0,0,11.11,11.11,11.11,22.22,0,22.22,0,22.22,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,11.11,0,0,22.22,0,0,0,0,0,22.22,11.11,0,0,0,0,11.11,0
1773,Well done.,Well done.,Agency 2,70,304,1,2,1,40.06,1,99,2,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0
1774,Good job on incorporating the feedback. 70,Good job on incorporating the feedback.,Sensemaking 2,70,304,1,6,99,40.06,39.59,99,6,33.33,83.33,33.33,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0
1775,"""Well done.","""Well done.",Agency 2,85,305,1,2,1,40.06,1,99,2,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,50,0,0,0,0,50,0
1776,;You've given some very useful feedback and it's well explained.,;You've given some very useful feedback and it's well explained.,Sensemaking 2,85,305,1,10,1,99,63.35,99,10,20,100,90,60,20,10,0,0,10,0,0,10,10,0,0,0,20,20,10,0,40,10,10,0,0,0,0,20,0,20,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,40,30,0,0,0,10,10,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,40,10,0,0,0,20,10,0
1777,"You did particularly well on most of the key aspects of giving constructive feedback, such as being specific and giving reasons to help the team understand why they should change elements of their page.","You did particularly well on most of the key aspects of giving constructive feedback, such as being specific and giving reasons to help the team understand why they should change elements of their page.",Sensemaking 1,85,305,1,34,72.12,97.48,12.44,95.42,34,23.53,88.24,73.53,58.82,8.82,8.82,0,0,2.94,0,5.88,0,14.71,5.88,0,17.65,8.82,8.82,5.88,0,17.65,8.82,2.94,5.88,5.88,0,0,20.59,0,20.59,11.76,8.82,2.94,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,17.65,8.82,5.88,0,0,0,2.94,11.76,0,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,5.88,2.94,2.94,0,0,0,0,0
1778,"You also adopted the right tone and weren't too harsh or overly judgemental, and you offered some really helpful suggestions."" 85","You also adopted the right tone and weren't too harsh or overly judgemental, and you offered some really helpful suggestions.""",Sensemaking 1,85,305,1,20,1,69.2,7.03,90.5,20,25,90,65,55,10,10,0,0,10,0,0,0,10,5,0,0,5,15,20,5,10,5,5,5,0,0,5,15,0,15,0,0,0,5,5,10,0,15,10,5,0,0,0,0,0,0,0,35,25,10,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,5,5,0,0,5,5,0
1779,"""The purpose and objective of the report were stated clearly.","""The purpose and objective of the report were stated clearly.",Sensemaking 1,66.5,306,1,10,89.52,40.06,1,20.23,10,30,90,60,60,0,0,0,0,0,0,0,0,20,20,0,10,10,10,10,0,10,0,0,0,0,0,0,20,0,20,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,10,0,0,0,0,10,0
1780,Several genuine issues and challenges were listed and discussed clearly.,Several genuine issues and challenges were listed and discussed clearly.,Sensemaking 1,66.5,306,1,10,3.8,40.06,7.03,99,10,50,80,70,50,0,0,0,0,0,0,0,0,10,0,0,0,10,10,20,0,20,10,10,10,0,10,0,20,0,20,10,0,0,0,10,0,0,20,20,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
1781,Recommendations were linked back to the challenges identified.,Recommendations were linked back to the challenges identified.,Sensemaking 1,66.5,306,1,8,98.55,40.06,89.39,99,8,37.5,87.5,37.5,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0,0,12.5,0,12.5,0,12.5,0,12.5,12.5,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
1782,"The executive summary highlighted did not serve its purpose where the key findings, including the recommendations, are clearly stated.","The executive summary highlighted did not serve its purpose where the key findings, including the recommendations, are clearly stated.",Sensemaking 1,66.5,306,1,19,67.62,3.34,70.28,92.27,19,42.11,84.21,57.89,52.63,5.26,0,0,0,0,0,0,5.26,21.05,15.79,0,5.26,10.53,10.53,0,5.26,10.53,5.26,0,5.26,0,0,5.26,26.32,0,26.32,10.53,5.26,0,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,10.53,10.53,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,10.53,5.26,0,0,0,0,0,0,15.79,5.26,10.53,0,0,0,0,0
1783,Examples could be included to support the different issues discussed.,Examples could be included to support the different issues discussed.,Impact 1,66.5,306,1,10,89.52,3.95,1,99,10,50,80,80,40,0,0,0,0,0,0,0,0,10,10,0,10,20,0,0,0,50,10,0,0,0,0,0,20,0,20,0,0,10,0,0,10,0,10,10,0,0,0,0,0,0,0,0,20,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
1784,"Challenges could be broken down into smaller issues such as virtual meetings, conflict resolution, and conflict management.","Challenges could be broken down into smaller issues such as virtual meetings, conflict resolution, and conflict management.",Impact 1,66.5,306,1,17,79.1,40.06,1.39,1,17,47.06,94.12,58.82,41.18,0,0,0,0,0,0,0,0,5.88,0,0,17.65,11.76,0,11.76,0,11.76,17.65,5.88,11.76,0,5.88,5.88,5.88,0,5.88,0,0,5.88,0,0,0,0,23.53,5.88,17.65,0,0,0,0,0,0,0,23.53,23.53,5.88,0,11.76,0,5.88,0,0,0,0,0,11.76,5.88,0,5.88,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,11.76,0,0,0,0,0
1785,Recommendations should be actionable.,Recommendations should be actionable.,Impact 1,66.5,306,1,4,1,40.06,1,99,4,50,75,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,25,0,25,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0
1786,"Instead of suggesting selecting a communication method, you need to recommend the best communication method or method. "" 66.5","Instead of suggesting selecting a communication method, you need to recommend the best communication method or method. """,Impact 1,66.5,306,1,17,95.53,40.06,12.44,95.42,17,35.29,100,58.82,41.18,5.88,5.88,0,0,5.88,0,0,0,11.76,11.76,0,11.76,0,5.88,5.88,0,11.76,5.88,0,5.88,0,5.88,0,41.18,0,41.18,5.88,0,5.88,5.88,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,29.41,23.53,0,0,0,0,17.65,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,5.88,0,0,0,5.88,0
1787,"""Good effort.","""Good effort.",Agency 2,67,307,1,2,89.52,40.06,1,99,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,50,0
1788,The purpose and objective of the report were clear.,The purpose and objective of the report were clear.,Sensemaking 1,67,307,1,9,98.16,40.06,1,20.23,9,22.22,88.89,66.67,55.56,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
1789,The report reads based more so towards an academic paper and audience as opposed to a commercial/business audience.,The report reads based more so towards an academic paper and audience as opposed to a commercial/business audience.,Sensemaking 2,67,307,1,19,98,40.06,1,1,19,36.84,84.21,68.42,47.37,0,0,0,0,0,0,0,0,21.05,15.79,0,15.79,0,5.26,15.79,0,10.53,15.79,5.26,5.26,0,0,5.26,5.26,0,5.26,0,5.26,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,21.05,0,0,15.79,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,10.53,5.26,0,0,0,0,5.26,0
1790,"Some valid points presented in the way of challenges and constraints, however, will be more helpful if we could use some examples as supporting evidence.","Some valid points presented in the way of challenges and constraints, however, will be more helpful if we could use some examples as supporting evidence.",Impact 1,67,307,1,25,39.7,40.06,35.01,99,25,32,84,72,56,4,4,0,4,0,0,0,0,16,4,0,12,12,4,16,0,24,8,12,8,4,4,0,20,0,20,4,4,4,4,0,8,0,8,8,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,4,0,0,0,8,0,4,0,0,0,0,0,12,4,8,0,0,0,0,0
1791,"Recommendations: - A lot of the recommendations need to be explained further, making it much more practical for the management to take actions.","Recommendations: - A lot of the recommendations need to be explained further, making it much more practical for the management to take actions.",Impact 1,67,307,1,22,99,40.06,1,99,22,31.82,95.45,81.82,54.55,4.55,0,0,0,0,0,0,4.55,27.27,13.64,0,18.18,4.55,0,0,0,22.73,18.18,22.73,4.55,0,0,4.55,13.64,0,13.64,4.55,4.55,4.55,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,13.64,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,9.09,4.55,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,18.18,4.55,4.55,0,0,0,9.09,0
1792,"So far, what you have provided are correct but lacking on the depth of discussion.","So far, what you have provided are correct but lacking on the depth of discussion.",Sensemaking 2&Sensemaking 1,67,307,1,15,22.17,77.41,19.26,20.23,15,26.67,100,86.67,60,13.33,6.67,0,0,6.67,0,0,6.67,6.67,6.67,0,13.33,13.33,6.67,13.33,0,20,13.33,6.67,0,0,0,0,13.33,0,13.33,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,13.33,0,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0
1793,"Good luck with your final exam!"" 67","Good luck with your final exam!""",Agency 3,67,307,1,6,89.52,99,39.59,99,6,0,100,50,33.33,16.67,16.67,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,0,16.67,0
1794,"""Agenda; A separate agenda along with its basic structure were missing: A good agenda should include the date, time, location, attendees and the chairperson for the meeting so there is no confusion.","""Agenda; A separate agenda along with its basic structure were missing: A good agenda should include the date, time, location, attendees and the chairperson for the meeting so there is no confusion.",Sensemaking 1&Impact 1,50,308,1,32,84.59,23.51,15.38,20.23,32,28.13,81.25,56.25,50,3.13,0,0,0,0,0,0,3.13,21.88,15.63,0,9.38,9.38,6.25,6.25,3.13,12.5,3.13,0,3.13,0,0,3.13,12.5,3.13,9.38,0,0,3.13,3.13,0,3.13,0,6.25,3.13,3.13,6.25,3.13,3.13,0,0,0,0,6.25,3.13,0,0,0,0,3.13,3.13,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,9.38,0,0,9.38,0,0,0,3.13,3.13,3.13,0,0,0,0,0,0,21.88,3.13,9.38,0,0,0,9.38,0
1795,Objective of the meeting was not clear (even by reading minutes of the meeting): To ensure your meeting is effective it is important the objective of the meeting is obvious. This could be included in the heading or as a separate section at the top of the meeting. For example: To seek feedback from our Industry mentor on what is working well and what needs to be done differently with our project,Objective of the meeting was not clear (even by reading minutes of the meeting): To ensure your meeting is effective it is important the objective of the meeting is obvious. This could be included in the heading or as a separate section at the top of the meeting. For example: To seek feedback from our Industry mentor on what is working well and what needs to be done differently with our project,Sensemaking 1&Impact 1,50,308,1,73,89.52,48.19,21.11,63.38,24.33,30.14,95.89,80.82,61.64,9.59,4.11,0,2.74,1.37,0,0,5.48,16.44,10.96,0,20.55,12.33,4.11,4.11,1.37,20.55,6.85,2.74,6.85,4.11,2.74,1.37,10.96,0,10.96,1.37,0,2.74,1.37,1.37,5.48,0,5.48,4.11,1.37,1.37,0,1.37,0,0,1.37,0,13.7,9.59,0,0,0,0,8.22,4.11,0,0,0,0,0,0,0,0,13.7,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,9.59,2.74,1.37,6.85,0,0,0,1.37,4.11,6.85,1.37,1.37,1.37,0,0,0,8.22,2.74,0,0,0,0,5.48,0
1796,"The discussion points not presented: It is important that the order of your discussion points be considered as the order is a key factor to ensuring the objective of your meeting is met. For example, if it is unrelated topics then the order should be by priority. If the topics are related they should be in the order that most efficiently gathers the relevant information, decisions needed to reach your final meeting goal.","The discussion points not presented: It is important that the order of your discussion points be considered as the order is a key factor to ensuring the objective of your meeting is met. For example, if it is unrelated topics then the order should be by priority. If the topics are related they should be in the order that most efficiently gathers the relevant information, decisions needed to reach your final meeting goal.",Sensemaking 1&Impact 1,50,308,1,73,73.65,64.35,37.99,82.37,24.33,24.66,89.04,65.75,54.79,10.96,5.48,0,0,4.11,0,1.37,5.48,20.55,12.33,0,10.96,13.7,0,5.48,1.37,20.55,5.48,1.37,8.22,0,2.74,5.48,17.81,0,17.81,9.59,0,4.11,2.74,0,4.11,0,4.11,4.11,0,0,0,0,0,0,0,0,12.33,6.85,0,0,0,0,5.48,5.48,0,0,0,0,0,0,0,0,2.74,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,1.37,0,1.37,0,0,0,1.37,0,0,0,5.48,1.37,1.37,2.74,1.37,0,0,2.74,5.48,6.85,0,0,0,0,0,0,8.22,4.11,2.74,0,0,0,1.37,0
1797,Minutes:Agendarather than minutes: The key basics of the minutes are good however this document is morelike an agenda (eg. list of topics covered) rather than a synopsis of what wasdiscussed and agreed.,Minutes:Agendarather than minutes: The key basics of the minutes are good however this document is morelike an agenda (eg. list of topics covered) rather than a synopsis of what wasdiscussed and agreed.,Sensemaking 1,50,308,1,33,84.76,5.27,71.27,67.94,33,30.3,66.67,60.61,48.48,6.06,0,0,0,0,0,0,6.06,15.15,12.12,0,15.15,6.06,6.06,12.12,0,6.06,3.03,9.09,0,0,0,0,18.18,0,18.18,3.03,0,0,0,0,9.09,0,3.03,3.03,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,9.09,0,6.06,0,0,0,0,0,0,18.18,6.06,0,0,0,0,12.12,0
1798,The actions should represent what will be actioned afterthe meeting rather than what occurred during the meeting.,The actions should represent what will be actioned afterthe meeting rather than what occurred during the meeting.,Impact 1,50,308,1,17,46.7,12.77,1.39,20.23,17,41.18,76.47,64.71,58.82,11.76,0,0,0,0,0,0,11.76,11.76,11.76,0,11.76,17.65,5.88,5.88,0,23.53,0,0,0,0,0,0,23.53,0,23.53,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
1799,;Template did not suitpurpose or content: It's worth having a look at other templateoptions to see if this template is the best fit for the purpose of your minutes/ your content.,;Template did not suitpurpose or content: It's worth having a look at other templateoptions to see if this template is the best fit for the purpose of your minutes/ your content.,Sensemaking 1&Impact 1,50,308,1,31,60.93,23.05,35.88,20.23,31,25.81,77.42,70.97,58.06,12.9,6.45,0,0,6.45,0,0,6.45,22.58,9.68,0,12.9,12.9,0,6.45,3.23,19.35,6.45,3.23,3.23,0,3.23,0,16.13,0,16.13,0,3.23,0,6.45,0,12.9,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,3.23,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,6.45,3.23,0,0,6.45,0,0,3.23,3.23,6.45,0,0,0,0,0,0,16.13,3.23,0,0,0,3.23,9.68,0
1800,Team members or other stakeholders who could not attend themeeting need to understand from the minutes.,Team members or other stakeholders who could not attend themeeting need to understand from the minutes.,Impact 1,50,308,1,16,78.28,11.66,54.55,20.23,16,31.25,87.5,75,50,6.25,6.25,0,0,0,0,0,0,12.5,6.25,0,12.5,6.25,0,6.25,6.25,25,6.25,6.25,12.5,12.5,0,0,37.5,0,37.5,6.25,0,12.5,6.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,6.25,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
1801,A couple of general hints for agendas and minutes:;Agenda:Why important: A good agenda ensures there is a clear objective for the meeting and that the discussion flows in a logical order to achieve that objective within the time allocated.,A couple of general hints for agendas and minutes:;Agenda:Why important: A good agenda ensures there is a clear objective for the meeting and that the discussion flows in a logical order to achieve that objective within the time allocated.,Impact 1,50,308,1,41,99,40.06,26.35,98.92,41,29.27,82.93,68.29,48.78,4.88,0,0,0,0,0,0,4.88,21.95,17.07,0,14.63,2.44,4.88,4.88,0,7.32,9.76,4.88,4.88,0,2.44,2.44,4.88,0,4.88,2.44,2.44,0,0,0,0,0,7.32,7.32,0,2.44,2.44,0,0,0,0,0,4.88,4.88,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,2.44,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,12.2,2.44,2.44,7.32,0,0,0,2.44,0,4.88,0,0,0,0,0,0,12.2,2.44,0,0,0,0,9.76,0
1802,"What information should be included in the agenda:;The basics: The first key part is the basics to ensure there is no confusion for attendees: Date, time, location, attendees and who is chairing the meeting.","What information should be included in the agenda:;The basics: The first key part is the basics to ensure there is no confusion for attendees: Date, time, location, attendees and who is chairing the meeting.",Impact 1,50,308,1,35,79.45,24.76,42.95,1.98,35,22.86,82.86,65.71,54.29,5.71,2.86,0,0,0,0,0,2.86,20,14.29,2.86,8.57,14.29,2.86,2.86,2.86,20,5.71,5.71,0,0,0,0,17.14,2.86,14.29,5.71,0,2.86,2.86,0,2.86,0,2.86,0,2.86,2.86,0,2.86,0,0,0,0,5.71,2.86,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,11.43,2.86,0,8.57,0,0,0,2.86,2.86,8.57,0,0,0,0,0,0,22.86,2.86,8.57,0,0,0,11.43,0
1803,"The objective: The next critical part is the objective, this can be included in the title of the meeting and / or included in the top of the agenda if more details are needed.","The objective: The next critical part is the objective, this can be included in the title of the meeting and / or included in the top of the agenda if more details are needed.",Impact 1,50,308,1,33,97.37,5.27,29.49,20.23,33,21.21,87.88,81.82,60.61,3.03,0,0,0,0,0,0,3.03,27.27,21.21,0,12.12,12.12,0,9.09,0,21.21,12.12,6.06,0,0,0,0,18.18,0,18.18,0,0,6.06,6.06,0,9.09,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,3.03,9.09,9.09,0,0,0,0,0,0,12.12,3.03,3.03,0,0,0,6.06,0
